Tileset_empty
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/tileset_empty.png,,,
,Tiles
,,Name,Passable,LineOfSight
,,Empty,TRUE,TRUE
Wood_Floor_1
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/wood_floor1.png,RunWood,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
Dance_Floor
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/dance_floor.png,RunTile,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
Street1
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/street1_tileset.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Tile,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,TRUE,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
,,Road,,TRUE
Sea1
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/sea_tileset.png,,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
,,Tile,,TRUE
Grass1
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/grass_tileset1.png,RunGrass,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Empty,TRUE,TRUE
Beach_Pavement
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/beach_pavement1.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Concrete_1,TRUE,TRUE
,,Concrete_2,TRUE,TRUE
,,Slick_Stone,TRUE,TRUE
,,Road,TRUE,TRUE
,,Sandstone,TRUE,TRUE
,,Orange_Pavement,TRUE,TRUE
,,Marble_Turq,TRUE,TRUE
,,Marble_Turq_Cracked,TRUE,TRUE
,,Marble,TRUE,TRUE
,,Marble_Cracked1,TRUE,TRUE
,,Marble_Cracked2,TRUE,TRUE
,,Brown_Tiling,TRUE,TRUE
,,Cobblestone,TRUE,TRUE
,,Cobblestone_Busted1,TRUE,TRUE
,,Cobblestone_Busted2,TRUE,TRUE
,,Grey_Tiling,TRUE,TRUE
,,Grey_Tiling_Busted1,TRUE,TRUE
,,Brown_Tiling_Busted1,TRUE,TRUE
,,Grey_Pavement_Tile,TRUE,TRUE
,,Grey_Pavement_Tile_Busted1,TRUE,TRUE
,,Grey_Pavement_Tile_Busted2,TRUE,TRUE
,,Grey_Pavement_Tile_Busted3,TRUE,TRUE
,,Black_Marble_Tile,TRUE,TRUE
,,Black_Marble_Tile_Busted1,TRUE,TRUE
Industrial
,Info
,,FileName,Sound,DustSWF,DustExportName
,,graphics/tilesets/industrial.png,RunConcrete,graphics/effects/character_movement_fx.swf,steps_dust
,Tiles
,,Name,Passable,LineOfSight
,,Diamond_Plate_Dark,TRUE,TRUE
,,Diamond_Plate_Light,TRUE,TRUE
Nature
,Info
,,FileName,Sound,DustSWF,DustExportName
